Maintenance_ID,Asset_ID,Maintenance_Type,Date,Cost_USD,Downtime_Minutes,Technician
MNT-6092,AST-1134,Emergency,2023-10-30,12004,212,Michael Black
MNT-6093,AST-1448,Preventive,2023-12-04,1469,19,Timothy Oconnell
MNT-6094,AST-1390,Predictive,2023-10-07,1514,21,Aaron Harris
MNT-6095,AST-1267,Predictive,2023-10-22,833,29,Kyle Evans
MNT-6096,AST-1381,Emergency,2023-05-16,4228,170,Omar Wright
MNT-6097,AST-1122,Preventive,2023-01-21,1779,29,Austin Gonzalez
MNT-6098,AST-1292,Reactive,2023-05-24,2727,280,Joel Taylor
MNT-6099,AST-1324,Reactive,2023-10-11,3592,241,Matthew Valenzuela
MNT-6100,AST-1039,Preventive,2023-01-20,1661,4,Andrew Duran
MNT-6101,AST-1184,Reactive,2023-07-04,3733,119,Sergio Barker
MNT-6102,AST-1064,Emergency,2023-12-30,12730,98,Katherine Hart
MNT-6103,AST-1174,Predictive,2023-05-02,874,19,Paul Lee
MNT-6104,AST-1131,Predictive,2023-06-22,1128,16,Jacob Chavez
MNT-6105,AST-1438,Reactive,2023-05-27,2544,298,Amanda Wright
MNT-6106,AST-1342,Reactive,2023-05-25,5727,156,Sandy Garcia
MNT-6107,AST-1178,Predictive,2023-08-23,1174,19,Melissa Bowman
MNT-6108,AST-1002,Reactive,2023-05-14,5608,84,Mrs. Michelle Myers
MNT-6109,AST-1131,Predictive,2023-08-04,1407,11,Destiny Marquez
MNT-6110,AST-1072,Reactive,2023-03-14,12484,290,Grant Myers
MNT-6111,AST-1135,Preventive,2023-02-01,864,23,Robert Harris Jr.
MNT-6112,AST-1352,Reactive,2023-04-15,11294,245,Dr. Madeline Morgan
MNT-6113,AST-1069,Predictive,2023-11-30,928,9,Patricia Nelson
MNT-6114,AST-1194,Reactive,2023-08-01,10030,288,Nicole Gutierrez
MNT-6115,AST-1491,Preventive,2023-02-05,1525,32,Kevin Mills
MNT-6116,AST-1490,Reactive,2023-05-05,3127,96,Walter Edwards
MNT-6117,AST-1031,Predictive,2023-01-16,660,13,Natalie Turner
MNT-6118,AST-1427,Preventive,2023-02-09,1362,0,Ralph Ramirez
MNT-6119,AST-1466,Preventive,2023-06-04,1714,40,Matthew Peterson
MNT-6120,AST-1033,Emergency,2023-11-24,10403,292,Maria Hudson DDS
MNT-6121,AST-1413,Reactive,2023-05-21,9611,258,Jesse Stewart
MNT-6122,AST-1113,Reactive,2023-01-12,7202,102,Alejandra Williams MD
MNT-6123,AST-1320,Preventive,2023-03-16,848,40,Harold Johnson
MNT-6124,AST-1155,Reactive,2023-11-15,13935,237,Wesley Cummings
MNT-6125,AST-1223,Preventive,2023-05-14,863,3,Cindy Cobb
MNT-6126,AST-1379,Predictive,2023-08-07,1306,38,Thomas King
MNT-6127,AST-1405,Reactive,2023-11-07,4415,203,Ronald Taylor
MNT-6128,AST-1204,Preventive,2023-01-20,1669,36,Ronnie Johnson
MNT-6129,AST-1137,Reactive,2023-01-04,8539,232,Dr. Gregory Shaw
MNT-6130,AST-1438,Preventive,2023-06-08,1876,20,Yvonne Wood
MNT-6131,AST-1469,Emergency,2023-02-12,2268,174,Nicholas Garcia
MNT-6132,AST-1195,Predictive,2023-12-15,2000,27,Stephen Ramirez
MNT-6133,AST-1381,Predictive,2023-07-22,1017,30,Kathleen Maynard
MNT-6134,AST-1465,Preventive,2023-04-05,1356,7,Tiffany Martin
MNT-6135,AST-1455,Preventive,2023-09-07,1424,24,Linda Carrillo
MNT-6136,AST-1489,Emergency,2023-05-14,3539,192,Danny Peterson
MNT-6137,AST-1459,Predictive,2023-06-15,1882,7,James Graves
MNT-6138,AST-1206,Reactive,2023-09-24,2008,102,Andrew Browning
MNT-6139,AST-1003,Predictive,2023-04-30,738,1,Taylor Obrien
MNT-6140,AST-1087,Preventive,2023-04-12,1784,24,Alexander Osborne
MNT-6141,AST-1178,Preventive,2023-07-30,1686,11,Todd Young
MNT-6142,AST-1302,Reactive,2023-02-06,3588,213,Brittany Wall
MNT-6143,AST-1366,Predictive,2023-11-27,1087,2,Megan Yates
MNT-6144,AST-1248,Preventive,2023-01-10,1510,15,Raymond Ortiz
MNT-6145,AST-1053,Reactive,2023-07-19,11253,223,Nicholas Cummings
MNT-6146,AST-1055,Predictive,2023-03-15,503,19,Anthony Walters
MNT-6147,AST-1438,Preventive,2023-01-04,1596,34,Maria Gutierrez
MNT-6148,AST-1254,Preventive,2023-03-25,1933,25,Hannah Allen
MNT-6149,AST-1009,Preventive,2023-08-15,1926,16,Shannon Wilson
MNT-6150,AST-1405,Emergency,2023-11-21,6015,165,Stephanie Simpson
MNT-6151,AST-1305,Preventive,2023-02-28,941,27,Melissa Brown
MNT-6152,AST-1312,Reactive,2023-05-26,8194,251,Edward Sanford
MNT-6153,AST-1081,Predictive,2023-04-29,1595,3,Tyler Fernandez
MNT-6154,AST-1439,Reactive,2023-07-20,14864,243,Michael Woodard
MNT-6155,AST-1410,Reactive,2023-06-10,7817,60,Steven Hardin
MNT-6156,AST-1423,Preventive,2023-02-04,1486,31,Teresa Parrish
MNT-6157,AST-1296,Predictive,2023-02-14,1691,16,Brandon Kim
MNT-6158,AST-1026,Emergency,2023-08-19,13853,176,Janet Gonzalez
MNT-6159,AST-1266,Reactive,2023-02-24,13664,159,Edward Haas
MNT-6160,AST-1378,Preventive,2023-01-13,1805,9,Jeremy Smith
MNT-6161,AST-1185,Preventive,2023-04-18,1439,25,Stephen Ray
MNT-6162,AST-1181,Reactive,2023-09-21,14263,177,Austin Briggs
MNT-6163,AST-1140,Reactive,2023-04-22,10271,145,Mark Gentry DDS
MNT-6164,AST-1186,Preventive,2023-10-02,1471,1,William Tucker
MNT-6165,AST-1434,Predictive,2023-04-07,1494,8,Haley Jones
MNT-6166,AST-1415,Reactive,2023-02-22,14357,178,Scott Kelly
MNT-6167,AST-1194,Reactive,2023-09-26,13963,76,Samantha Jimenez
MNT-6168,AST-1085,Reactive,2023-09-10,9872,158,Lisa Richardson
MNT-6169,AST-1224,Emergency,2023-09-08,5424,262,Lisa Lopez DDS
MNT-6170,AST-1365,Reactive,2023-09-12,5175,118,Catherine Charles
MNT-6171,AST-1448,Reactive,2023-05-14,6775,87,Nicholas York
MNT-6172,AST-1305,Reactive,2023-05-12,9033,298,Crystal Diaz
MNT-6173,AST-1252,Emergency,2023-05-24,4869,157,Dennis Reed
MNT-6174,AST-1222,Reactive,2023-07-06,12133,203,Kelly Thomas
MNT-6175,AST-1041,Predictive,2023-04-26,1981,2,Marcus Ferrell
MNT-6176,AST-1282,Reactive,2023-09-09,13963,157,Mary Wyatt
MNT-6177,AST-1002,Preventive,2023-10-15,1095,25,Todd Rodriguez
MNT-6178,AST-1255,Predictive,2023-06-10,1631,2,Eric Lane
MNT-6179,AST-1220,Reactive,2023-11-04,7616,98,Diane Swanson
MNT-6180,AST-1243,Predictive,2023-06-01,1462,43,Kimberly Beard MD
MNT-6181,AST-1491,Preventive,2023-04-29,626,30,Timothy Carpenter
MNT-6182,AST-1388,Reactive,2023-01-12,7943,256,Tanya Miller
MNT-6183,AST-1170,Reactive,2023-06-03,4510,181,Gary Fitzgerald
MNT-6184,AST-1436,Reactive,2023-01-16,14651,152,Austin Bentley
MNT-6185,AST-1297,Predictive,2023-03-15,937,16,Stephanie Garza
MNT-6186,AST-1085,Reactive,2023-09-29,14435,244,Steve Cline
MNT-6187,AST-1291,Reactive,2023-09-24,12656,234,Michael Strickland
MNT-6188,AST-1431,Predictive,2023-10-11,892,19,Jennifer Sharp
MNT-6189,AST-1237,Preventive,2023-07-26,679,30,Jessica Allen
MNT-6190,AST-1343,Predictive,2023-05-31,1701,39,Kristie Davis
MNT-6191,AST-1374,Preventive,2023-10-15,1794,43,Samuel Clarke
MNT-6192,AST-1270,Preventive,2023-02-18,1446,36,Charles Sanchez
MNT-6193,AST-1234,Reactive,2023-08-27,2248,173,Carlos Gregory
MNT-6194,AST-1313,Preventive,2023-03-17,716,8,Paul Johnson
MNT-6195,AST-1122,Preventive,2023-07-16,1300,20,James Pennington
MNT-6196,AST-1281,Reactive,2023-11-24,4529,142,Cassandra Mitchell
MNT-6197,AST-1301,Predictive,2023-07-08,1511,14,Mark Townsend
MNT-6198,AST-1138,Reactive,2023-04-11,7957,225,Karla Franklin
MNT-6199,AST-1151,Preventive,2023-07-16,745,2,Chris Stephenson
MNT-6200,AST-1353,Preventive,2023-06-28,982,39,Laura Monroe
MNT-6201,AST-1135,Predictive,2023-12-25,1515,1,Thomas Kidd
MNT-6202,AST-1273,Reactive,2023-12-24,4201,162,Adam King
MNT-6203,AST-1051,Preventive,2023-02-20,1156,11,Jill Montgomery
MNT-6204,AST-1100,Preventive,2023-12-15,614,17,Nancy Friedman
MNT-6205,AST-1387,Preventive,2023-03-02,1621,38,Nancy Watson
MNT-6206,AST-1363,Reactive,2023-09-30,4612,146,Arthur Harris
MNT-6207,AST-1205,Preventive,2023-11-26,1126,19,Dana Diaz
MNT-6208,AST-1348,Preventive,2023-10-05,1088,23,Dr. Carla Logan DVM
MNT-6209,AST-1128,Preventive,2023-01-11,916,40,Cory Sanchez
MNT-6210,AST-1453,Emergency,2023-05-09,9053,152,Monica Logan
MNT-6211,AST-1204,Predictive,2023-02-20,1694,6,Dr. Kathleen Conway
MNT-6212,AST-1063,Preventive,2023-03-27,571,20,Mrs. Julie Hendricks
MNT-6213,AST-1377,Reactive,2023-12-31,8161,112,Kristina Murphy
MNT-6214,AST-1068,Predictive,2023-10-28,1102,0,Mrs. Amy Mendoza
MNT-6215,AST-1434,Reactive,2023-05-07,10875,125,Jonathan Garrison
MNT-6216,AST-1008,Preventive,2023-09-23,1432,23,Andres Wiggins
MNT-6217,AST-1227,Preventive,2023-12-10,662,3,Bryan Williams
MNT-6218,AST-1485,Emergency,2023-12-11,4833,83,James Owen
MNT-6219,AST-1192,Reactive,2023-11-01,10019,157,Rick Rodriguez
MNT-6220,AST-1205,Predictive,2023-07-06,861,6,Beth Ferguson
MNT-6221,AST-1216,Preventive,2023-08-08,1422,3,Kari Dunlap
MNT-6222,AST-1064,Preventive,2023-12-20,1111,1,Clifford Peterson
MNT-6223,AST-1377,Preventive,2023-10-25,1280,2,Kathleen Simmons
MNT-6224,AST-1350,Reactive,2023-04-18,7450,295,Susan Bell
MNT-6225,AST-1046,Preventive,2023-09-03,1706,16,David Sparks
MNT-6226,AST-1035,Predictive,2023-10-29,1177,24,Mr. Robert Bruce
MNT-6227,AST-1254,Preventive,2023-07-21,1400,43,Debra Cisneros
MNT-6228,AST-1034,Predictive,2023-05-03,1067,12,Raymond Hunter
MNT-6229,AST-1159,Preventive,2023-01-30,1770,5,Audrey Davenport
MNT-6230,AST-1187,Predictive,2023-03-09,830,19,Sandra Lee
MNT-6231,AST-1056,Reactive,2023-11-22,7722,183,Kayla Snyder
MNT-6232,AST-1288,Preventive,2023-01-06,1575,9,Carrie Walsh
MNT-6233,AST-1154,Preventive,2023-11-26,1705,37,Tracy Medina
MNT-6234,AST-1413,Preventive,2023-07-22,943,4,Russell Evans
MNT-6235,AST-1341,Preventive,2023-07-31,609,14,Joseph Cannon
MNT-6236,AST-1408,Emergency,2023-01-02,9941,60,Julia Mcknight
MNT-6237,AST-1208,Reactive,2023-05-11,5905,208,Katrina Shelton
MNT-6238,AST-1474,Preventive,2023-07-20,890,34,Dana Castillo
MNT-6239,AST-1116,Preventive,2023-08-21,1491,12,Patricia Avila
MNT-6240,AST-1057,Reactive,2023-06-25,4697,114,Whitney Phillips
MNT-6241,AST-1350,Predictive,2023-10-18,1280,32,Tommy Duncan
MNT-6242,AST-1134,Preventive,2023-05-24,879,23,Jennifer West
MNT-6243,AST-1070,Reactive,2023-12-07,9548,70,Thomas Green
MNT-6244,AST-1257,Reactive,2023-12-28,10396,233,Neil Maxwell
MNT-6245,AST-1095,Preventive,2023-03-05,1138,20,Mr. Ruben Mills MD
MNT-6246,AST-1231,Preventive,2023-03-07,1129,35,Dr. Amy White
MNT-6247,AST-1246,Reactive,2023-02-18,6800,164,Jonathan Werner
MNT-6248,AST-1056,Predictive,2023-04-19,1109,40,Emma Blevins
MNT-6249,AST-1267,Preventive,2023-10-05,638,10,Aaron Moore
MNT-6250,AST-1261,Predictive,2023-11-24,1287,6,Amy White
MNT-6251,AST-1141,Preventive,2023-08-27,1606,24,James Henry
MNT-6252,AST-1071,Predictive,2023-05-12,1408,39,Tanya Oconnor
MNT-6253,AST-1303,Preventive,2023-04-07,750,9,Felicia Mcdonald
MNT-6254,AST-1143,Emergency,2023-02-09,3236,136,Christian Webb
MNT-6255,AST-1037,Preventive,2023-03-29,1939,0,Douglas Joseph
MNT-6256,AST-1258,Reactive,2023-03-17,4190,107,Rebecca Phillips
MNT-6257,AST-1257,Predictive,2023-02-12,1274,17,Monica Carter
MNT-6258,AST-1090,Predictive,2023-05-28,768,28,Craig Vance
MNT-6259,AST-1411,Reactive,2023-01-02,10402,177,Tina Russell DDS
MNT-6260,AST-1296,Emergency,2023-09-10,10159,121,Colleen Turner
MNT-6261,AST-1027,Reactive,2023-04-25,14302,242,Daniel Roberts
MNT-6262,AST-1103,Predictive,2023-10-05,1416,24,Sheila Shaw
MNT-6263,AST-1305,Reactive,2023-04-01,12012,213,Tonya Roberts
MNT-6264,AST-1243,Reactive,2023-02-26,6378,131,Laura Rodriguez
MNT-6265,AST-1195,Preventive,2023-10-10,658,4,Crystal Gonzalez
MNT-6266,AST-1237,Reactive,2023-09-10,7441,293,Kimberly Jordan
MNT-6267,AST-1180,Preventive,2023-01-01,1837,14,Daniel Sanchez
MNT-6268,AST-1015,Emergency,2023-05-08,9916,173,Mr. Henry Robinson
MNT-6269,AST-1250,Preventive,2023-02-20,518,22,Christopher Garcia
MNT-6270,AST-1381,Predictive,2023-04-19,640,38,Kevin Patton
MNT-6271,AST-1080,Emergency,2023-01-26,14779,61,Jorge Goodwin
MNT-6272,AST-1203,Preventive,2023-04-09,1264,19,Elizabeth Carson
MNT-6273,AST-1011,Preventive,2023-12-17,1678,29,Meghan Wang
MNT-6274,AST-1271,Preventive,2023-08-12,1175,36,Wendy Freeman
MNT-6275,AST-1496,Preventive,2023-09-20,672,28,Colton Cook
MNT-6276,AST-1245,Preventive,2023-08-06,722,7,Christian Reed
MNT-6277,AST-1446,Predictive,2023-10-06,589,5,Selena Scott
MNT-6278,AST-1412,Preventive,2023-12-05,1328,8,Nancy Bell
MNT-6279,AST-1055,Preventive,2023-01-05,632,21,Christopher Everett
MNT-6280,AST-1033,Reactive,2023-01-21,14070,128,Scott May
MNT-6281,AST-1441,Preventive,2023-11-23,1788,17,Willie Collins
MNT-6282,AST-1009,Preventive,2023-08-08,627,16,Patrick Bradford
MNT-6283,AST-1220,Preventive,2023-11-17,1344,26,Patricia Watts
MNT-6284,AST-1250,Preventive,2023-04-12,1511,15,David Taylor
MNT-6285,AST-1121,Reactive,2023-06-12,11804,91,Daniel Stout
MNT-6286,AST-1468,Preventive,2023-06-30,1015,13,Donna Jackson
MNT-6287,AST-1115,Preventive,2023-08-15,524,38,John Suarez
MNT-6288,AST-1418,Preventive,2023-01-18,960,22,Kevin Buchanan
MNT-6289,AST-1430,Emergency,2023-11-25,3952,179,Susan Sanders
MNT-6290,AST-1112,Preventive,2023-12-13,1256,14,Tyler Kim
MNT-6291,AST-1405,Reactive,2023-02-16,8934,251,Ernest Clark
MNT-6292,AST-1129,Reactive,2023-11-05,4169,124,Kelly Ferguson
MNT-6293,AST-1450,Preventive,2023-04-10,1301,19,Bernard Hayes
MNT-6294,AST-1195,Preventive,2023-04-13,1441,27,David Garza
MNT-6295,AST-1254,Emergency,2023-12-14,6828,60,Raven Hurley
MNT-6296,AST-1142,Predictive,2023-05-07,744,32,Nicholas Kline
MNT-6297,AST-1494,Reactive,2023-03-20,4470,148,Joe Williams
MNT-6298,AST-1154,Reactive,2023-03-06,11585,77,Terri Hensley
MNT-6299,AST-1405,Emergency,2023-07-01,9926,258,Ryan Torres
MNT-6300,AST-1309,Preventive,2023-01-04,682,8,Anthony Jenkins
MNT-6301,AST-1093,Predictive,2023-05-24,577,33,Wesley Campbell
MNT-6302,AST-1264,Preventive,2023-07-25,1611,27,John Lewis
MNT-6303,AST-1485,Predictive,2023-07-27,1822,6,Jill Johnson
MNT-6304,AST-1282,Preventive,2023-10-01,1895,9,Pamela Odonnell
MNT-6305,AST-1147,Reactive,2023-07-05,11306,217,Jill Miles
MNT-6306,AST-1085,Emergency,2023-08-15,6802,205,Michael Black
MNT-6307,AST-1391,Emergency,2023-07-16,8615,171,Laura Bell
MNT-6308,AST-1437,Emergency,2023-01-25,12312,278,Sarah Carr
MNT-6309,AST-1013,Reactive,2023-01-10,7534,103,Joshua Blair
MNT-6310,AST-1486,Reactive,2023-02-10,7464,72,Ricky Cooper
MNT-6311,AST-1431,Emergency,2023-12-01,7568,117,Tracy Cooper
MNT-6312,AST-1142,Preventive,2023-01-17,1935,19,John Clark
MNT-6313,AST-1372,Predictive,2023-09-15,1303,2,Gregory Williams
MNT-6314,AST-1300,Reactive,2023-01-07,14429,64,Alexander Bentley
MNT-6315,AST-1069,Preventive,2023-12-15,520,40,Beth Mendoza
MNT-6316,AST-1422,Reactive,2023-07-10,8094,66,Teresa Vega
MNT-6317,AST-1042,Predictive,2023-10-18,592,13,Paula Lowe
MNT-6318,AST-1470,Emergency,2023-01-28,14496,123,William Luna
MNT-6319,AST-1015,Predictive,2023-02-23,1788,45,Roy Mitchell
MNT-6320,AST-1099,Reactive,2023-03-21,8437,109,Jonathan Gould
MNT-6321,AST-1425,Preventive,2023-04-18,500,34,Ruben Castillo
MNT-6322,AST-1234,Reactive,2023-07-01,2803,256,Katherine Hayes
MNT-6323,AST-1348,Reactive,2023-07-04,10798,93,Cheyenne Norton
MNT-6324,AST-1448,Preventive,2023-06-03,1875,20,Donald Jacobs
MNT-6325,AST-1437,Predictive,2023-07-18,1745,37,Brandon Riddle
MNT-6326,AST-1315,Predictive,2023-08-23,645,28,Allen Romero
MNT-6327,AST-1333,Preventive,2023-09-05,1224,43,Anthony Lam
MNT-6328,AST-1021,Reactive,2023-02-24,6309,226,Rodney Cunningham
MNT-6329,AST-1067,Reactive,2023-07-01,12269,269,Jennifer Gentry
MNT-6330,AST-1450,Predictive,2023-01-01,1134,45,Scott Brady
MNT-6331,AST-1347,Preventive,2023-05-05,1820,34,Marisa Vaughan
MNT-6332,AST-1062,Predictive,2023-09-05,792,45,Mary Dean
MNT-6333,AST-1095,Preventive,2023-10-23,1805,9,Crystal Summers
MNT-6334,AST-1494,Reactive,2023-12-07,13682,250,Anna Green
MNT-6335,AST-1399,Emergency,2023-12-26,12192,274,Carrie Thompson
MNT-6336,AST-1160,Predictive,2023-08-27,683,13,Cory Munoz
MNT-6337,AST-1461,Reactive,2023-10-30,2738,105,Frances Jones
MNT-6338,AST-1491,Preventive,2023-03-23,1050,37,Mark Johnston
MNT-6339,AST-1451,Preventive,2023-06-13,822,13,Sheila Rojas
MNT-6340,AST-1144,Reactive,2023-07-30,10010,288,Curtis Williams
MNT-6341,AST-1379,Predictive,2023-07-17,1862,16,Cynthia Lawrence
MNT-6342,AST-1186,Preventive,2023-08-28,1660,3,Victoria Mendoza
MNT-6343,AST-1208,Reactive,2023-07-03,11564,263,Jeffrey Simmons
MNT-6344,AST-1257,Predictive,2023-07-11,524,10,Melanie Bird
MNT-6345,AST-1393,Reactive,2023-05-15,3460,107,Tom Reyes
MNT-6346,AST-1250,Predictive,2023-12-29,986,8,Billy Norton
MNT-6347,AST-1492,Reactive,2023-04-19,11970,200,Yvette Cox
MNT-6348,AST-1429,Reactive,2023-08-16,2362,149,Eric Ramos
MNT-6349,AST-1041,Reactive,2023-01-17,2033,122,Anna Turner
MNT-6350,AST-1282,Preventive,2023-07-26,1232,37,Rachael Stevenson
MNT-6351,AST-1024,Reactive,2023-05-07,4607,230,Amy Callahan
MNT-6352,AST-1406,Preventive,2023-05-06,1905,16,Amy Robertson
MNT-6353,AST-1369,Predictive,2023-07-18,770,4,Joshua Fernandez
MNT-6354,AST-1339,Predictive,2023-11-20,1991,27,William Burton
MNT-6355,AST-1126,Emergency,2023-10-07,13640,70,Joshua Gray
MNT-6356,AST-1092,Preventive,2023-04-07,1410,35,Paul Richardson
MNT-6357,AST-1221,Preventive,2023-01-14,1245,0,Andrew Young
MNT-6358,AST-1433,Reactive,2023-07-18,14612,295,Chelsea Crawford
MNT-6359,AST-1399,Preventive,2023-07-21,1256,0,Cody Gordon
MNT-6360,AST-1395,Preventive,2023-10-06,1883,45,Brandon Long
MNT-6361,AST-1220,Reactive,2023-04-20,13851,219,Lindsey Patterson
MNT-6362,AST-1370,Predictive,2023-12-02,900,5,Allen Lee
MNT-6363,AST-1066,Preventive,2023-10-28,1425,38,Whitney Barry
MNT-6364,AST-1014,Preventive,2023-01-26,963,8,Louis Brewer
MNT-6365,AST-1404,Preventive,2023-06-10,849,41,Wendy Keller
MNT-6366,AST-1231,Reactive,2023-09-01,4009,85,Amber James
MNT-6367,AST-1150,Preventive,2023-09-13,747,31,Lori Hartman
MNT-6368,AST-1294,Reactive,2023-10-20,6395,103,Emily Wright
MNT-6369,AST-1445,Preventive,2023-07-07,1338,14,Benjamin Robles
MNT-6370,AST-1458,Emergency,2023-05-04,11174,124,Dawn Berry
MNT-6371,AST-1138,Reactive,2023-03-12,12382,85,Michael Ayers
MNT-6372,AST-1192,Predictive,2023-08-14,527,44,William Mahoney
MNT-6373,AST-1081,Predictive,2023-09-24,967,38,Stephanie Perez
MNT-6374,AST-1243,Preventive,2023-12-15,1991,43,Brent Gray
MNT-6375,AST-1204,Preventive,2023-09-25,727,3,Luis Savage
MNT-6376,AST-1198,Reactive,2023-12-12,14470,129,Matthew Alexander
MNT-6377,AST-1077,Reactive,2023-09-10,4289,295,Jennifer Gardner
MNT-6378,AST-1461,Reactive,2023-01-26,6630,131,Amber Lawrence
MNT-6379,AST-1426,Preventive,2023-06-12,607,24,Michael Vazquez Jr.
MNT-6380,AST-1015,Predictive,2023-11-03,1444,3,Caitlyn Green
MNT-6381,AST-1444,Preventive,2023-05-27,600,7,Susan Dominguez
MNT-6382,AST-1010,Reactive,2023-11-21,11377,158,Monica Robinson PhD
MNT-6383,AST-1014,Reactive,2023-09-24,12401,88,Paula Rodriguez
MNT-6384,AST-1052,Reactive,2023-11-24,10171,135,Jackson Blackwell
MNT-6385,AST-1186,Reactive,2023-06-20,4989,257,Joseph Price
MNT-6386,AST-1367,Reactive,2023-05-09,12303,206,Shane Fox
MNT-6387,AST-1011,Reactive,2023-08-15,3927,76,Angela Hughes
MNT-6388,AST-1299,Reactive,2023-03-13,8679,170,Rachel Martin
MNT-6389,AST-1226,Preventive,2023-07-07,854,34,Elizabeth Smith
MNT-6390,AST-1302,Predictive,2023-02-10,1374,25,Anna Cervantes
MNT-6391,AST-1286,Predictive,2023-05-29,1801,10,Michelle Turner
MNT-6392,AST-1097,Reactive,2023-10-05,14142,132,Kent Hunt
MNT-6393,AST-1126,Predictive,2023-05-09,1013,34,Sierra Johnson
MNT-6394,AST-1141,Reactive,2023-04-21,4918,103,Katrina Petty
MNT-6395,AST-1261,Predictive,2023-02-02,784,45,Mark Rodriguez
MNT-6396,AST-1470,Preventive,2023-12-12,909,25,Jessica Cruz
MNT-6397,AST-1263,Preventive,2023-09-22,1889,0,Rebecca Williams
MNT-6398,AST-1153,Preventive,2023-02-25,675,38,Jody Adams
MNT-6399,AST-1242,Emergency,2023-05-05,8733,115,Maria Lopez
MNT-6400,AST-1164,Reactive,2023-10-11,8511,216,Donald Murray
MNT-6401,AST-1303,Preventive,2023-08-10,1659,10,Brittany Mcdowell
MNT-6402,AST-1335,Reactive,2023-05-22,5127,271,Amanda Jones
MNT-6403,AST-1488,Reactive,2023-11-04,6505,299,Brenda Colon
MNT-6404,AST-1373,Predictive,2023-09-20,1605,17,Charles Blackburn
MNT-6405,AST-1161,Predictive,2023-09-22,1715,45,Morgan Young
MNT-6406,AST-1304,Preventive,2023-01-11,1367,36,Luis Martin
MNT-6407,AST-1444,Reactive,2023-11-11,7200,118,Michael Jackson
MNT-6408,AST-1344,Reactive,2023-07-19,11316,110,Stephen Cook
MNT-6409,AST-1107,Preventive,2023-07-16,1719,28,Grant Dennis
MNT-6410,AST-1217,Preventive,2023-11-05,1046,16,Wayne Mills
MNT-6411,AST-1110,Predictive,2023-11-16,690,3,Daniel Rodriguez
MNT-6412,AST-1169,Preventive,2023-06-09,957,24,James Bridges
MNT-6413,AST-1177,Reactive,2023-06-13,2206,112,Michael Quinn
MNT-6414,AST-1150,Preventive,2023-12-29,1085,36,Suzanne Fitzgerald
MNT-6415,AST-1185,Predictive,2023-01-24,716,39,Sheila Long
MNT-6416,AST-1099,Predictive,2023-07-05,994,1,Julie Ryan
MNT-6417,AST-1375,Preventive,2023-04-09,1635,2,Stephanie Ramirez
MNT-6418,AST-1145,Predictive,2023-04-28,1803,13,Kylie Bridges
MNT-6419,AST-1319,Predictive,2023-04-04,1179,37,William Russell
MNT-6420,AST-1085,Reactive,2023-02-13,12595,169,Rebecca Boyer
MNT-6421,AST-1257,Reactive,2023-12-26,11154,232,Miss Dominique Hill
MNT-6422,AST-1374,Predictive,2023-11-19,737,20,Joseph Gallegos
MNT-6423,AST-1290,Reactive,2023-06-15,9921,289,Ashley Horne
MNT-6424,AST-1263,Preventive,2023-11-19,754,0,Kathleen Miller
MNT-6425,AST-1143,Preventive,2023-01-10,729,2,Kristen Coleman
MNT-6426,AST-1164,Preventive,2023-01-17,1197,29,Paul Miller
MNT-6427,AST-1383,Preventive,2023-06-01,1403,37,Kristin Robinson
MNT-6428,AST-1439,Preventive,2023-04-14,502,14,Linda Lee
MNT-6429,AST-1138,Preventive,2023-12-02,909,23,Lindsey Watson
MNT-6430,AST-1478,Preventive,2023-04-13,1931,0,Justin Washington
MNT-6431,AST-1203,Predictive,2023-09-04,1594,34,Joseph Bryan
MNT-6432,AST-1236,Reactive,2023-11-08,14036,257,Linda Frye DDS
MNT-6433,AST-1047,Emergency,2023-04-02,2256,223,Parker Pollard
MNT-6434,AST-1079,Reactive,2023-01-01,11436,128,Cynthia Decker
MNT-6435,AST-1152,Emergency,2023-09-06,11908,273,Kristine Phelps
MNT-6436,AST-1223,Reactive,2023-06-18,11327,275,Theresa Bennett
MNT-6437,AST-1420,Preventive,2023-11-19,1187,45,Paul Faulkner
MNT-6438,AST-1051,Reactive,2023-12-22,5297,237,Alvin Johnson
MNT-6439,AST-1126,Reactive,2023-04-15,7389,101,Dawn Beasley
MNT-6440,AST-1470,Preventive,2023-06-16,646,15,John Decker
MNT-6441,AST-1166,Preventive,2023-01-31,1335,37,Elizabeth Newton
MNT-6442,AST-1287,Preventive,2023-05-24,1471,42,Daniel Alvarado
MNT-6443,AST-1476,Preventive,2023-05-04,1867,22,Joshua Moore
MNT-6444,AST-1454,Preventive,2023-11-13,900,40,Ashley Butler
MNT-6445,AST-1379,Reactive,2023-05-04,8574,160,Jonathan Cook
MNT-6446,AST-1199,Preventive,2023-12-28,1986,39,Ashley Ortiz
MNT-6447,AST-1097,Preventive,2023-02-13,548,4,Kim Kirk
MNT-6448,AST-1275,Preventive,2023-02-07,1016,41,Cynthia Tate
MNT-6449,AST-1257,Preventive,2023-01-03,1733,25,Jonathan Hall
MNT-6450,AST-1006,Predictive,2023-03-10,1241,28,Brandon Sweeney
MNT-6451,AST-1461,Predictive,2023-03-09,1714,11,Timothy Young
MNT-6452,AST-1326,Predictive,2023-07-06,1242,42,Elizabeth Leon
MNT-6453,AST-1382,Preventive,2023-04-12,579,43,James Collins
MNT-6454,AST-1285,Preventive,2023-12-05,1331,21,Jamie Pham
